ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,ACCELERATOR_PEDAL_POSITION_D,ACCELERATOR_PEDAL_POSITION_E,COMMANDED_THROTTLE_ACTUATOR,INTAKE_AIR_TEMPERATURE,TIMING_ADVANCE,CONTROL_MODULE_VOLTAGE
2485.3541579446473,59.89410686572392,32.844914278142355,15.50968431370173,89.70111474040387,45.422968973245254,39.83245200856595,18.68525506205141,46.76066117501575,26.961223916305855,26.483278787777557,15.860924484318119,43.53241154653584,25.25320369226654
1576.6475133929057,39.33329005172955,40.089780545660645,31.676452412974463,90.20455311976876,47.7997603969228,37.66228205278615,43.30902955415921,48.68959598602962,36.87978551123086,46.341555931767694,12.947738025489631,17.800832764541422,43.3412144234793
1848.7347043307889,59.71035709443584,33.571394214071816,35.1809575881605,89.7185386037022,46.15902594470985,15.050050729324926,32.737089461690246,41.16629956577431,19.741306167416113,48.781889059688865,31.554460158052606,29.35312376122699,31.318763064557874
1147.0893105387604,33.59718456522016,42.11113496749955,27.13169320786107,90.1788961862636,43.103725704115256,31.006736610355368,36.74751251891095,10.130588658750863,20.297083357606716,46.59098753245199,47.72343592582358,31.93556782960091,37.42618746848066
1437.5532202035342,41.2102168123928,32.01882721826816,44.554535503475165,90.20870810634965,19.332031216026294,37.57439214101027,44.06209243981514,16.020246465086387,44.99634728265384,26.440531524873222,11.848008445787052,41.742876349509785,24.10255161959878
1899.8615086889724,60.21416079842722,17.925762258841242,25.601815976847632,89.52689787843278,11.27416153618054,23.41941908208854,26.218720652127267,33.49100594031991,18.149491838611233,39.764965661129295,35.684711132586926,11.177843803047761,33.49094836508941
2069.435571177179,76.36999898921364,33.30905016939177,30.43548289512264,89.66420521696836,28.072381836894124,30.155931954282295,46.78550074728891,48.21140980501322,25.441914582357775,43.937587561858905,11.091351713564457,24.49775752549161,37.92277021440466
2341.7696545344506,40.442298331226525,29.637433884433335,14.565734451049117,89.65519511513676,12.527183427401628,49.03729013858229,45.250200870679315,13.257865033389145,39.788795583682344,17.889506204882174,32.0419349409665,29.007012078586193,25.071135582913016
1220.9759943429337,30.14795199028154,16.637421298599705,32.5420319820895,89.55391923160792,48.42136895530267,35.42727384009014,42.30979751106743,30.59740943425739,23.200060641264976,48.77863921814051,14.766559810965374,33.55320003854112,29.63108198228405
1207.7091439527865,27.476095447600326,34.76663404641917,40.65792175206812,89.78562630422243,10.32749773069078,30.079732779885155,25.19765920304284,25.859023594434795,24.639206961701106,14.056434591317188,36.36486064162659,15.65859581427751,43.74452570144206
1485.313236845801,60.281097224491134,42.67842169741728,39.25033287645019,89.7167796693271,23.01922384883545,12.639897660211382,31.128269457997533,26.273286460291544,46.367095996367894,36.30871877356429,24.439430671796714,31.743772113223656,47.16920373122013
1324.184138181243,73.65970746646684,15.403507739111589,20.279233398180082,89.57120103556112,18.131692066773443,14.8468575662177,16.92474972346477,20.74229805138019,18.258763533680458,19.561365732787163,36.18279657969363,37.73815493335076,24.013290828273163
2193.166606738404,21.01796339094276,31.79783446552023,49.67464888291479,90.03399831343718,10.547637124951983,44.030802441117416,40.37496523557644,20.83024605545952,19.64716218997491,18.600079794350716,20.329950393392686,39.321666737791986,12.68170133851977
1431.2380148374382,40.69458853798136,39.34748531173086,38.79736587886812,90.16824780694223,29.963122401212786,39.703943389169154,45.63738721831739,19.534567410053146,45.469255234563754,15.490025724585408,12.99658196915869,18.973812597486948,43.68633527227186
1434.9736187816216,30.136506121241865,26.120703847301318,26.950096858399043,89.610071745241,13.041992200233508,43.403793836984676,16.43377666130389,14.126443491492498,21.009405012443022,47.684411036723134,17.27533795899584,27.631894810073682,27.890424571186582
1654.3412353099075,77.27769816610532,20.801849648469645,26.59634102885739,89.83728410596747,45.99756623800084,33.12342186678516,39.78988703481464,32.162805900795945,23.22418821617472,15.130989931147019,20.95662161770661,21.918588375431472,48.7717258655029
1758.6683684423522,27.93734516399237,24.891216426804412,41.173014229955506,90.00667260431153,37.50511690355303,33.040376830438916,37.76682212368655,27.83790427334042,45.279557166200625,46.49939520575851,16.59070835933639,25.505692834301414,40.512576168099244
1400.5684755680836,24.116334609584733,31.66794075348438,17.027293830537534,89.93465853413124,24.80002925883627,31.22309791176356,11.460855153957228,38.51740617921034,22.845297893559632,16.62825151325969,17.937363836019856,24.520651542918067,24.722704650292773
814.8658497149186,66.08176048818176,37.46641492851707,35.58509650479587,89.79390953725313,43.66256296938438,39.40326638770896,46.677064660066605,35.59744785046421,49.879129585358584,23.169642332188182,31.767221837006325,47.80479238528124,44.011956473887174
2050.141866894562,79.93804738399382,32.36700887023068,38.75357916179402,90.2471092067749,41.874305451280705,23.208421424287483,29.165929815044347,48.11192349120263,42.85123426029055,18.458959107653236,27.505675401654965,10.535690269236415,31.91198742240031
995.0191892875927,66.42821259124389,14.281001399706721,30.653600804453937,90.25803024662002,23.057643705251493,29.868240263454794,20.767168146331244,23.58477770210076,43.86680991772333,49.51740372485076,43.012019484828215,47.909028192903904,38.53606993186425
