time,"# Codes(Include History) ()","# warm-ups since codes cleared ()","+BM Voltage (V)","2nd Air Monitor_Avail ()","2nd Air Monitor_Incmpl ()","A/C Monitor_Avail ()","A/C Monitor_Incmpl ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Accel Fully Close Learn #1 (°)","Accel Fully Close Learn #2 (°)","Accel Sens. No.1 Volt % (%)","Accel Sens. No.2 Volt % (%)","Accel Sensor Out No.1 (V)","Accel Sensor Out No.2 (V)","Accelerator Idle Position_ON ()","Accelerator Position (%)","ACIS VSV_ON ()","Actuator Power Supply_ON ()","AF Lambda B1S1 ()","AF Lambda B1S1 ()","AFS Voltage B1S1 (V)","Air Conditioner FB Val ()","Ambient Temp for A/C (℃)","Ambient Temperature (℃)","ATF temperature v.10 (℃)","ATF temperature v.2 (℃)","ATF temperature v.6 (℃)","Atmosphere Pressure (kPa)","Atmosphere Pressure_7E0 (kPa)","Av Engine Speed of All Cyl (rpm)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Calculated Load_7E0 (%)","Catalyst Monitor_Avail ()","Catalyst Monitor_Incmpl ()","Catalyst temperature B1S1 (℃)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 1 Sensor 2 (℃)","Check Mode_ON ()","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Complete Parts Monitor_Avail ()","Control module voltage (V)","Coolant Temp (℃)","Coolant Temperature_7E0 (℃)","Cruise Control Live Brake Cancel Switch_ON ()","Current gear ()","Current gear var.2 ()","Cylinder Number ()","Destination ()","Dist Batt Cable Disconnect (km)","Distance from DTC Cleared (km)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","EGR/VVT Monitor_Avail ()","EGR/VVT Monitor_Incmpl ()","Electric Fan Motor_ON ()","Electric Load Feedback Val ()","Electrical Load Signal 1_ON ()","Electrical Load Signal 2_ON ()","Eng Stall Control FB Flow ()","Engine coolant temperature (℃)","Engine Oil temperature (℃)","Engine Oil Temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Engine Run Time (sec.)","Engine Speed (rpm)","Engine Speed (Starter Off) (rpm)","Engine Speed of Cyl #1 (rpm)","Engine Speed of Cyl #2 (rpm)","Engine Speed of Cyl #3 (rpm)","Engine Speed of Cyl #4 (rpm)","Engine Start Hesitation_ON ()","Engine Starting Time (ms)","EVAP Monitor_Avail ()","EVAP Monitor_Icmpl ()","EVAP purge duty (%)","EVAP Purge Flow (%)","EVAP Purge VSV_ON ()","Fuel Cut Time ()","Fuel economizer (based on fuel system status and throttle position) ()","Fuel Pump/Speed Status_ON ()","Fuel System Monitor_Avail ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Heated Catalyst Monitor_Avail ()","Heated Catalyst Monitor_Incmpl ()","Idle Spark Advn Ctrl #1 (°)","Idle Spark Advn Ctrl #2 (°)","Idle Spark Advn Ctrl #3 (°)","Idle Spark Advn Ctrl #4 (°)","IG OFF Elapsed Time (min)","IGN Advance (°)","Immobiliser Fuel Cut_ON ()","Initial Engine Coolant Temp ()","Initial Engine Coolant Temp (℃)","Initial Intake Air Temp ()","Initial Intake Air Temp (℃)","Injection duration for cylinder 1 ()","Injection Volum (Cylinder1) ()","Injection volume [ml] ()","Injector (Port) ()","Injector pulse width (ms)","Instant engine power (based on fuel consumption) (hp)","Intake Air (℃)","Intake air temperature (℃)","Intake Air Temperature_7E0 (℃)","ISC Feedback Value ()","ISC Flow ()","ISC Learning Value ()","ISC Position (°)","Knock adjust (°)","Knock Correct Learn Value (°)","Knock feedback (°)","Knock Feelback Value (°)","Lock Up_ON ()","Long FT B1S1 (%)","Long term fuel % trim - Bank 1 (%)","Low Rev for Eng Start_ON ()","Low Revolution Control_ON ()","MAF (g/sec)","MAF air flow rate (g/sec)","Manifold Air Pressure_7E0 (kPa)","MAP (kPa)","Mass Air Flow (g/sec)","MIL ()","MIL ON Run Distance (km)","MIL_ON ()","Minimum Engine Speed (rpm)","Misfire Monitor_Avail ()","Misfire Test Result_Incmpl ()","Model Year ()","Model Year ()","N Range Status_ON ()","Neutral Control_ON ()","Number of Emission DTC ()","O2S(A/FS) Heater Monitor_Avail ()","O2S(A/FS) Heater Monitor_Incmpl ()","O2S(A/FS) Monitor_Avail ()","O2S(A/FS) Monitor_Incmpl ()","OBD Module Voltage (V)","Odometer (mileage) (km)","Odometer (mileage) var.2 (km)","Open Side Malfunction_ON ()","OXS1 (A/FS2) Test Result_Incmpl ()","Oxygen sensor 1 Bank 1 Short term fuel trim (%)","Oxygen sensor 1 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 1 Voltage (V)","Pattern Switch (PWR/M)_ON ()","Power from MAF (hp)","Power Steering Signal_ON ()","Previous Trip Ambient Temp (℃)","Previous Trip Coolant Temp (℃)","Previous Trip Eng Oil Temp (℃)","Previous Trip Intake Temp (℃)","Purge Density Learn Value ()","Relative throttle position (%)","Run Dist of Previous Trip (km)","Running Time from MIL ON (min)","Shift Status ()","Shift SW Status (D Range)_ON ()","Shift SW Status (N Range)_ON ()","Shift SW Status (P Range)_ON ()","Shift SW Status (R Range)_ON ()","Short FT B1S1 (%)","Short term fuel % trim - Bank 1 (%)","SL Solenoid Status_ON ()","Solenoid (SLS)_ON ()","SPD Test Result_Incmpl ()","Sports Mode Selection SW_ON ()","Sports Shift Down SW_ON ()","Sports Shift Up SW_ON ()","ST1_ON ()","Starter Control_ON ()","Starter Count ()","Starter Signal_ON ()","Stop Light Switch_ON ()","System Guard_ON ()","Target Air-Fuel Ratio ()","Target Air-Fuel Ratio ()","TC and TE1_ON ()","Throttl Sensor #2 Volt % (%)","Throttle Fully Close Learn (V)","Throttle Idle Position_ON ()","Throttle Motor Current (A)","Throttle Motor DUTY (%)","Throttle Motor Duty (Close) (%)","Throttle Motor Duty (Open) (%)","Throttle position (%)","Throttle Position (°)","Throttle Position Command (V)","Throttle Position No.1 (V)","Throttle Position No.2 (V)","Throttle Require Position (V)","Throttle Sens Open Pos #1 (V)","Throttle Sens Open Pos #2 (V)","Throttle Sensor Position (%)","Throttle Sensor Volt % (%)","Time after DTC Cleared (min)","Timing advance (°)","Torque converter lockup ()","Vehicle acceleration (g)","Vehicle Load (%)","Vehicle Load (%)","Vehicle speed (km/h)","Vehicle Speed (km/h)","VVT Advance Fail_ON ()","VVT Aim Angle #1 (%)","VVT Aim Angle #1 (%)","VVT Change Angle #1 (°)","VVT Control Status #1_ON ()","VVT OCV Duty #1 (%)","VVT OCV Duty #1 (%)","VVT Oil temperature (℃)","Warmup Cycle Cleared DTC ()",
16:39:23.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:23.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:24.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
16:39:24.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:24.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
16:39:24.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:24.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:25.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
16:39:25.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:25.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
16:39:25.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:25.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:25.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
16:39:26.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
