ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,ACCELERATOR_PEDAL_POSITION_D,ACCELERATOR_PEDAL_POSITION_E,COMMANDED_THROTTLE_ACTUATOR,INTAKE_AIR_TEMPERATURE,TIMING_ADVANCE,CONTROL_MODULE_VOLTAGE
0.0,0,17.665341024785267,0.0,81,-4.6875,0.0,101,16.078432,31.764706,17.254902,45,5,12.382
0.0,0,17.58465895362557,0.0,81,-4.6875,0.0,101,16.078432,31.764706,17.254902,45,5,12.382
0.0,0,17.692085071748387,0.0,81,-4.6875,0.0,101,16.078432,31.764706,17.254902,45,5,12.363
0.0,0,17.703491882983474,0.0,81,-4.6875,0.0,101,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.13783988868077,88.627449,81,-4.6875,0.0,83,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.17677122958826,88.627449,81,-4.6875,0.0,83,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.26257242419004,88.627449,81,-4.6875,0.0,83,16.078432,31.764706,20.392157,45,5,12.031
1128.0,0,17.235927444459385,30.588236,81,0.0,0.0,32,16.078432,31.764706,20.392157,45,5,12.031
1128.0,0,19.21467893054974,30.588236,81,0.0,0.0,32,16.078432,31.764706,20.392157,46,2,12.031
1128.0,0,19.164504364345586,30.588236,81,0.0,0.0,32,16.078432,31.764706,20.392157,46,2,11.894
1128.0,0,19.26845087849177,30.588236,81,0.0,0.0,32,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.262354516125736,31.764706,80,0.0,0.0,33,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.219648841853672,31.764706,80,0.0,0.0,33,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.28332147241808,31.764706,80,0.0,0.0,33,16.078432,31.764706,18.82353,46,2,13.613
1113.25,0,19.243737560535124,31.764706,80,0.0,0.0,33,16.078432,31.764706,18.82353,46,2,13.613
922.5,0,18.771972452227008,35.294117,80,-0.78125,0.0,35,16.078432,31.764706,18.82353,47,7,13.613
922.5,0,18.84565504704495,35.294117,80,-0.78125,0.0,35,16.078432,31.764706,18.82353,47,7,13.613
922.5,0,18.76599704395026,35.294117,80,-0.78125,0.0,35,16.078432,31.764706,18.82353,47,7,13.808
922.5,0,18.876237018078438,35.686275,79,-0.78125,0.0,35,16.078432,31.764706,18.82353,47,7,13.808
851.5,0,18.820534445340826,35.686275,79,-0.78125,0.0,35,16.078432,31.764706,18.82353,48,7,13.808
851.5,0,18.812438258187285,35.686275,79,-0.78125,0.0,35,16.078432,31.764706,18.82353,48,7,13.769
851.5,0,18.782674227335765,35.686275,79,-0.78125,0.0,35,16.078432,31.764706,18.82353,48,7,13.769
835.75,0,18.896882480320443,36.470589,79,-0.78125,0.0,36,16.078432,31.764706,18.82353,48,4,13.769
835.75,0,18.814258231075872,36.470589,79,-0.78125,0.0,36,16.078432,31.764706,18.82353,48,4,13.769
835.75,0,18.797830330670216,36.470589,79,-0.78125,0.0,36,16.078432,31.764706,18.82353,48,4,13.75
835.75,0,18.802401986970708,36.470589,79,-0.78125,0.0,36,16.078432,31.764706,18.82353,48,4,13.75
831.25,0,18.855468551133203,37.254902,80,-0.78125,0.0,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.845456643861848,37.254902,80,-0.78125,0.0,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.848293956695763,37.254902,80,-0.78125,0.0,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.849379260180473,37.64706,80,-0.78125,-1.5625,37,16.078432,31.764706,18.82353,48,1,13.75
837.5,0,18.95202885605223,37.64706,80,-0.78125,-1.5625,37,16.078432,31.764706,18.82353,48,0,13.75
837.5,0,18.799145099016926,37.64706,80,-0.78125,-1.5625,37,16.078432,31.764706,18.82353,48,0,13.339
837.5,0,18.79279543625571,37.64706,80,-0.78125,-1.5625,37,16.078432,31.764706,18.82353,48,0,13.339
633.5,0,19.166860636305127,48.235294,80,-2.34375,-1.5625,49,16.078432,31.764706,18.82353,48,7,13.339
633.5,0,19.25264576535453,48.235294,80,-2.34375,-1.5625,49,16.078432,31.764706,18.82353,48,7,13.339
