ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,ACCELERATOR_PEDAL_POSITION_D,ACCELERATOR_PEDAL_POSITION_E,COMMANDED_THROTTLE_ACTUATOR,INTAKE_AIR_TEMPERATURE,TIMING_ADVANCE,CONTROL_MODULE_VOLTAGE
0.0,0,17.647058,0.0,81,-4.669216975214734,-0.03400619935194211,101,16.078432,31.764706,17.254902,45,5,12.382
0.0,0,17.647058,0.0,81,-4.74989904637443,-0.015188433917097306,101,16.078432,31.764706,17.254902,45,5,12.382
0.0,0,17.647058,0.0,81,-4.642472928251612,0.21195975386934823,101,16.078432,31.764706,17.254902,45,5,12.363
0.0,0,17.647058,0.0,81,-4.631066117016527,-0.02243067646941834,101,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.254902,88.627449,81,-4.80456211131923,-0.3420620569953474,83,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.254902,88.627449,81,-4.765630770411739,-0.04242080124761342,83,16.078432,31.764706,17.254902,45,5,12.363
245.25,0,17.254902,88.627449,81,-4.679829575809963,0.02026664522424734,83,16.078432,31.764706,20.392157,45,5,12.031
1128.0,0,17.254902,30.588236,81,-0.018974555540614932,0.03448017347430382,32,16.078432,31.764706,20.392157,45,5,12.031
1128.0,0,19.215687,30.588236,81,-0.0010080694502573276,0.048575810185520416,32,16.078432,31.764706,20.392157,46,2,12.031
1128.0,0,19.215687,30.588236,81,-0.051182635654414804,0.311810713475566,32,16.078432,31.764706,20.392157,46,2,11.894
1128.0,0,19.215687,30.588236,81,0.05276387849176971,-0.32581036591024426,32,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.215687,31.764706,80,0.0466675161257369,0.052710136849454976,33,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.215687,31.764706,80,0.003961841853672963,0.38697890958547226,33,16.078432,31.764706,19.215687,46,2,11.894
1113.25,0,19.215687,31.764706,80,0.06763447241808197,-0.5203834490811585,33,16.078432,31.764706,18.82353,46,2,13.613
1113.25,0,19.215687,31.764706,80,0.028050560535122736,0.053894004234016066,33,16.078432,31.764706,18.82353,46,2,13.613
922.5,0,18.82353,35.294117,80,-0.8328075477729943,-0.17561355059191303,35,16.078432,31.764706,18.82353,47,7,13.613
922.5,0,18.82353,35.294117,80,-0.7591249529550501,-0.11121311534193148,35,16.078432,31.764706,18.82353,47,7,13.613
922.5,0,18.82353,35.294117,80,-0.83878295604974,-0.2714422509643266,35,16.078432,31.764706,18.82353,47,7,13.808
922.5,0,18.82353,35.686275,79,-0.7285429819215636,-0.05086521471013322,35,16.078432,31.764706,18.82353,47,7,13.808
851.5,0,18.82353,35.686275,79,-0.7842455546591752,0.5523766843280713,35,16.078432,31.764706,18.82353,48,7,13.808
851.5,0,18.82353,35.686275,79,-0.7923417418127157,-0.3793291083531641,35,16.078432,31.764706,18.82353,48,7,13.769
851.5,0,18.82353,35.686275,79,-0.8221057726642365,-0.3508830007436482,35,16.078432,31.764706,18.82353,48,7,13.769
835.75,0,18.82353,36.470589,79,-0.7078975196795582,-0.39058037104905136,36,16.078432,31.764706,18.82353,48,4,13.769
835.75,0,18.82353,36.470589,79,-0.7905217689241282,0.5182254859884302,36,16.078432,31.764706,18.82353,48,4,13.769
835.75,0,18.82353,36.470589,79,-0.8069496693297864,-0.13870191165638607,36,16.078432,31.764706,18.82353,48,4,13.75
835.75,0,18.82353,36.470589,79,-0.8023780130292938,-0.007691718104302264,36,16.078432,31.764706,18.82353,48,4,13.75
831.25,0,18.82353,37.254902,80,-0.7493114488667991,-0.1208348823318719,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.82353,37.254902,80,-0.7593233561381553,-0.28332686352092745,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.82353,37.254902,80,-0.7564860433042407,-0.07054519398433062,37,16.078432,31.764706,18.82353,48,1,13.75
831.25,0,18.82353,37.64706,80,-0.755400739819527,-0.8250269182790321,37,16.078432,31.764706,18.82353,48,1,13.75
837.5,0,18.82353,37.64706,80,-0.6527511439477723,-1.1448787237077236,37,16.078432,31.764706,18.82353,48,0,13.75
837.5,0,18.82353,37.64706,80,-0.8056349009830769,-1.8183813453376816,37,16.078432,31.764706,18.82353,48,0,13.339
837.5,0,18.82353,37.64706,80,-0.8119845637442923,-1.3682277690814943,37,16.078432,31.764706,18.82353,48,0,13.339
633.5,0,19.215687,48.235294,80,-2.3925763636948725,-1.8119568317999128,49,16.078432,31.764706,18.82353,48,7,13.339
633.5,0,19.215687,48.235294,80,-2.30679123464547,-2.095410291653866,49,16.078432,31.764706,18.82353,48,7,13.339
